key,0,1,2,3,4,5,6,7,8,9,10,11
20017,"ヒゲがないコイの一種。海藻や果実を食べる魚としては最大級の巨体を誇り、ルガディン族の大男を上回るほどに成長する",20161,210,False,False,15,0,8,0,True,False,False
20018,"異様に頭が大きな魚。また体内に多くの発光器を備えており光を放つため、漁民からは霊魂の運び手と考えられている",20162,215,False,False,10,0,0,0,True,False,False
20019,"長い糸状のヒレを引いて泳ぐ魚。食べられないこともないが、身に臭みがあるうえ、食中毒をおこしやすいという。",20163,215,False,False,11,0,0,0,True,False,False
20020,"ひんがしの国の犬種「狆（ちん）」に似た顔を持つことから、そう呼ばれるらしいが、実は大して似ていない",20164,215,False,False,10,0,1,0,True,False,False
20021,"異国の者にとっては、異界ヴォイドの妖異にも見える不気味な姿をしているが、ひんがしの国では、高級食材として珍重される",20165,215,False,False,10,0,2,0,True,False,False
20022,"甲殻類や小魚に加え、亀や鮫まで丸呑みにする。コウジン族は、悪さをした幼子を叱る時にタマカイに喰われると脅すらしい",20166,215,False,False,12,0,3,0,True,False,False
20023,"背ビレの棘に強力な毒を有する危険な存在。だが、その白身は美味であるため、危険を顧みずに挑む漁師が後を絶たない",20167,215,False,False,11,0,4,0,True,False,False
20024,"ドマザリガニの突然変異種。赤備えの鎧武者を思わせることから名付けられた。なぜ、赤くなったのかは判明していない",20168,215,False,False,13,0,7,0,True,False,False
20025,"ドマに伝わる四種類の代表的な魚、四大家魚の一角を成す。繁殖方法も確立されており、庶民の味として親しまれている",20169,215,False,False,15,0,7,0,True,False,False
20026,"はるか昔、ヤンサ地方では、この種の貝殻が貨幣として用いられていた。もちろん今では、貝殻に価値はない",20170,215,False,False,13,0,8,0,True,False,False
20027,"暖流に乗り、紅玉海に来る大型肉食魚。浮遊物に集まる習性から、死人喰らいと呼ばれるが、実際に人を食べるわけではない",20171,220,False,False,12,0,0,0,True,False,False
20028,"いかつい顔と傷にも見える横線、そして単独で泳ぐ姿を浪人武士に見立て、名付けられた。特に主君を探しているわけではない",20172,220,False,False,12,0,1,0,True,False,False
20029,"クエを食ったら、ほかの魚は食えんと言われるほど美味。地元漁師にとっては、あこがれの的と言える存在だ",20173,220,False,False,12,0,2,0,True,False,False
20030,"夜になると岩礁を動き回り、歯舌を器用に使って海藻を削り採って食べる。東方地域の沿岸部では、代表的な食用貝",20174,220,False,False,10,0,3,0,True,False,False
20031,"鮮やかな朱色のヒトデ。赤いからと言って、なんでもかんでも「コウギョク」と名付けるのは、正直、どうかと思う",20175,220,False,False,10,0,4,0,True,False,False
20032,"海で生まれた幼生が、やがて遡上して淡水域で暮らす。そしてまた繁殖の季節になると、海へ降るという回遊を繰り返す",20176,220,False,False,13,0,6,0,True,False,False
20033,"断食修行を続けていた仙人が、空腹の余り川に転げ落ちて死んでしまった。哀れに思った神々は、この仙人を魚に変えたという",20177,220,False,False,14,0,7,0,True,False,False
20034,"古の時代より、無二江の底を泳いできた魚。千年の時を生きたことで、仙人となり天に昇った魚もいるという",20178,220,False,False,15,0,8,0,True,False,False
20035,"生息域は広く、東方地域でも古くから食用とされてきた。ひんがしの国では、刺身はもちろん、天ぷらの素材としても有名",20179,225,False,False,11,0,1,0,True,False,False
20036,"アジなのか。アジではないのか。大別すればアジだが、狭義ではアジモドキであり、やっぱりアジなのだが、アジではない",20180,225,False,False,11,0,2,0,True,False,False
20037,"ズワイとは、細く真っ直ぐな枝を示す語「すわえ」が変化したもの。その脚を枝に見立てて呼ぶ。鍋料理の具として人気がある",20181,225,False,False,11,0,3,0,True,False,False
20038,"薄暗い海底でも、わずかな光に反射して赤く光る目を持つ。そのため、昔は吸血魚であると考えられていた",20182,225,False,False,12,0,4,0,True,False,False
20039,"主に藻類を食す淡水魚。秋に二枚貝に卵を産み付け、稚魚はその中で越冬し、春先に泳ぎ出て急成長するという",20183,225,False,False,14,0,6,0,True,False,False
20040,"人の寿命の半分は生きるという言い伝えがある魚。事実、長命のものは50年以上も生きるらしい。悪食の魚としても有名",20184,225,False,False,15,0,6,0,True,False,False
20041,"川で泳ぐことに憧れた蛇が、天女に頼み込み、魚へと変えて貰ったという言い伝えが残る。どことなく、顔付きが蛇に似る",20185,225,False,False,14,0,8,0,True,False,False
20042,"鮮やかな朱色が特徴のブリームの一種。日中は岩陰に隠れ、夜になると活動する。そのため、眼が発達している",20186,230,False,False,11,0,5,0,True,False,False
20043,"縞模様を持つため、丸まったときに車輪のように見える。特に揚げたり、焼いたりと熱を加えることで甘味を増すという",20187,230,False,False,13,0,9,0,True,False,False
20044,"ある大天狗が雷雨を呼ぶ団扇を使い山火事を消し止めた際、誤ってこれを無二江に落とした。これが雷気を放つエイになったという",20188,230,False,False,14,0,9,0,True,False,False
20045,"7～9本の突起を持つ美しい貝。東方地域では法具「輪宝」に似ているため、縁起物として貝殻が取引される",20189,230,False,False,13,0,10,0,True,False,False
20046,"ドマに伝わる四種類の代表的な魚、四大家魚の一角を成す。古くから食用とされてきたほか、伝承や民話にも頻繁に登場する",20190,230,False,False,15,0,10,0,True,False,False
20047,"ケナガウシにも似た鳴き声を発することで知られる夜行性の蛙。ヤンサやナグサでは、食材としても一般的である",20191,230,False,False,16,0,11,0,True,False,False
20048,"川を渡ろうとした馬の腹に食らい付き、真っ二つにしたという逸話が残る。人を喰らう鯰としても怖れられる存在",20192,230,False,False,18,0,11,0,True,False,False
20049,"赤いヒレを持つ淡水魚。アウラ・ゼラにとって赤は太陽の色であるため、太陽神アジムの眷属と考えられている",20193,230,False,False,17,0,12,0,True,False,False
20050,"月から零れ落ちてきたという、奇妙な伝承がある魚。月への帰還を夢見て、メネフィナに祈り続けているという",20194,230,False,False,19,0,13,0,True,False,False
20051,"アロワナの近縁種だが、塩分濃度が高い塩湖に適応しており、塩のように輝く鱗を持つ。肉食で主に虫や小魚を食す",20195,230,False,False,21,0,13,0,True,False,False
20052,"ロッホ・セル湖における食物連鎖の上位に立つ存在。大型のフラッドトゥーナを特に好み、巧みに狩りを行う",20196,230,False,False,20,0,14,0,True,False,False
20053,"空色の皮膜がアラミゴ王族のマントを思わせる。廃王テオドリックの治世下では、王家を憎む人々が憂さ晴らしで殺したという",20197,230,False,False,21,0,15,0,True,False,False
20054,"海底の暗がりで光る。最近、学会に発表され、新種として注目を集めたが、コウジン族にとっては、見慣れた存在だった",20198,245,False,False,10,0,5,0,True,False,False
20055,"俊敏な大型肉食魚。ヒラマサと呼ばれるのは、同属ブリと比べて、左右に平たく真っ直ぐな魚体をしているため",20199,245,False,False,12,0,5,0,True,False,False
20056,"雨がちな季節によくかかることから、アマゴと呼ばれる。一方、甘いため、そう呼ばれるのだという説もある",20200,245,False,False,15,0,9,0,True,False,False
20057,"流れが緩やかな川底に潜む蟹。甲殻に溜めた魔力を使って周囲の水温を温め、自ら心地よい環境を作り出すという",20201,245,False,False,14,0,10,0,True,False,False
20058,"日中は岩陰に潜み、夜陰に紛れて狩りを行う。その様子をナーマ砂漠に住むドタール族になぞらえているらしい",20202,245,False,False,17,0,11,0,True,False,False
20059,"アジムステップの遊牧民アウラ・ゼラは見向きもしない貝。だが、無二江中流域のヤンサなどでは、広く食用とされる",20203,245,False,False,16,0,12,0,True,False,False
20060,"鮫のような姿をしているが、実際はナマズの仲間。その上、植物性であり人どころか魚すら食べることはない",20204,245,False,False,18,0,12,0,True,False,False
20061,"ギラバニアに伝わる伝承によれば、第六霊災時に発生した竜巻によって海から巻き上げられた海老が、空から降ってきたのだという",20205,245,False,False,20,0,13,0,True,False,False
20062,"塩湖に適応したオイスター。美味で知られるが、よく塩抜きをしなければならないので注意",20206,245,False,False,19,0,14,0,True,False,False
20063,"塩湖の環境に適応する過程で、身を守るために白くなったウニ。地元のハイランダー族は、その身を生で食べるという",20207,245,False,False,19,0,15,0,True,False,False
20064,"鋏を器用に使って、塩を成形して巣穴を作る大工蟹。だが、逃げ場のない巣穴が仇となり、漁師に捕まることが多い",20208,245,False,False,20,0,15,0,True,False,False
20065,"ひんがしの国では、海老の将軍と称えられる高級食材。見事な赤い甲殻を、鎧兜に喩えて具足海老と呼ばれる",20209,260,False,False,11,0,5,0,True,False,False
20066,"東方の偉大なる海洋研究家、ミツクリの名を冠する鮫。かのアラガンブレード・シャークの合成元と考えられている",20210,260,False,False,12,0,28,0,True,False,False
20067,"ドマの金魚商が、商品の中に現れた突然変異種を見逃さず、固定化した結果、生み出されたもの。発色、形ともに抜群である",20211,260,False,False,13,0,9,0,True,False,False
20068,"ドマに伝わる昔話によれば、傲慢にも龍を真似て天に昇ろうとしたため、水面に出ることができない呪いをかけられたのだという",20212,260,False,False,13,0,10,0,True,False,False
20069,"オサード小大陸の河川において、中下流域に見られる小型の淡水魚。アウラ・ゼラの神話では太陽神アジムの使いとされる",20213,260,False,False,16,0,11,0,True,False,False
20070,"ロッホ・セル湖における代表的な巻貝。それゆえ、はるか昔からアラミゴの民が、この貝殻を食卓の塩入れに利用してきた",20214,260,False,False,19,0,13,0,True,False,False
20071,"身も食えるが、何よりも卵が珍重される。ロッホ・セル湖の塩で漬けた卵は、同量の金と同じ価値があると言われるほど美味",20215,260,False,False,21,0,14,0,True,False,False
20072,"大きな顎が強欲の証しと考えられており、いつしか徴税人に喩えられるようになった。フリルドシャークのライバル",20216,260,False,False,21,0,15,0,True,False,False
20073,"背ビレと尾ビレが上下に長く、黒い魚体に縁取りのような模様がある。これは、有毒のヒラムシに擬態するためだという",20217,275,False,False,10,0,5,0,True,False,False
20074,"河口の汽水域だけでなく、さらに上流の淡水域まで遡上することがあるタイの一種。成長に応じて、オスからメスに性転換する",20218,275,False,False,14,0,9,0,True,False,False
20075,"綱のように見える謎多き魚。縛られたまま川に捨てられた捕虜たちの魂が、戒めの綱に宿って魚になったという伝承もある",20219,275,False,False,15,0,10,0,True,False,False
20076,"天女魚の近縁種だが、より鮮やかな桃色の魚体を持つ。その美しさから、空を舞う天女に喩えられ、観賞魚として名高い",20220,275,False,False,14,0,30,0,True,False,False
20077,"アジムの使者の近縁種。魚体がより大きく、色合いも夜空のような青であり、神話では月神ナーマの使いとされる",20221,275,False,False,17,0,11,0,True,False,False
20078,"非常に縄張り意識が強いため、産みの親さえ睨み付けるという。力が物を言うオロニル族社会では、好まれる存在",20222,275,False,False,18,0,12,0,True,False,False
20079,"塩湖に棲息しているためか、焼いただけで程よい塩加減になるという。アラミゴの民にとっては、故郷の味と言える",20223,275,False,False,20,0,13,0,True,False,False
20080,"ブラスローチの近縁種だが、こちらは鋼のような鈍い銀色をしている。ただし、実際にはヌルヌルしており硬くはない",20224,275,False,False,19,0,14,0,True,False,False
20081,"ブラックソールの近縁種。靴底のような形状は同じだが、塩湖の底で捕食者に見つからないよう白色化している",20225,275,False,False,20,0,15,0,True,False,False
20082,"オサード小大陸沿岸部では、食用として一般的な魚。成長に応じて、シマダイ、サンバソウ、クチグロなどとも呼ばれる",20226,290,False,False,12,0,5,0,True,False,False
20083,"古の時代から姿を保つ甲鱗綱の魔物。非常に嗅覚が敏感で、巧みに獲物の臭いをかぎ分けて、狩りを行うという",20227,290,False,False,12,0,28,0,True,False,False
20084,"魚のようにも、海豚のようにも見えるが、博物学者によれば甲鱗綱の魔物らしい。最近まで絶滅した種と信じられていた",20228,290,False,False,15,0,9,0,True,False,False
20085,"己こそが紅玉海最強の存在であると、うそぶいていたところ、スサノオによって無二江に投げ捨てられ、海に帰れずにいるらしい",20229,290,False,False,14,0,10,0,True,False,False
20086,"髭ヅラで堂々とした魚体を誇ることから、風水術を究めた方士に喩えられる。身は大味だが、コウジン族にとっては美味らしい",20230,290,False,False,14,0,30,0,True,False,False
20087,"焔を連想させる橙色の模様が特徴的。かつて日食は、この魚が太陽を喰らうために、起こると考えられていた",20231,290,False,False,18,0,11,0,True,False,False
20088,"強力な毒を持つ。かつて、その毒が主君殺しに利用されたため、不名誉な名で呼ばれるが、実際は温厚で噛みつくことは少ない",20232,290,False,False,17,0,12,0,True,False,False
20089,"太陽神アジムと月神ナーマが去るときに、アウラを見守るために残した使い。以降、魚は目を閉じることがなくなったという",20233,275,False,False,16,0,31,0,True,False,False
20090,"アウラ・ゼラの神話によれば、馬の魂は死後、神の使いである魚として生まれ変わる。特に名馬は白い魚になるという",20234,290,False,False,16,0,31,0,True,False,False
20091,"第六霊災の際、大洪水によって海からアバラシア山脈まで運ばれてきたという伝承があるが、真偽の程は定かではない",20235,290,False,False,21,0,13,0,True,False,False
20092,"アラミゴ人傭兵の兜に見立てた名で呼ばれる節足動物。昔は、その殻を焼き、割れ方で出陣前の吉兆を占ったという",20236,290,False,False,20,0,14,0,True,False,False
20093,"この種の魚を見て、シャーレアン人は蝶を連想し、アラミゴ人は死霊を連想した。ここに文化の差を感じずにはいられない",20237,290,False,False,19,0,15,0,True,False,False
20094,"浮遊物に引き寄せられる習性があるため、湖で泳いでいると寄ってくることがある。戯れるか銛を突き立てるかは、貴方次第",20238,275,False,False,21,0,32,0,True,False,False
20095,"ロッホ・セル湖の食物連鎖の頂点に立つ甲鱗綱の魔物。同族同士での争いが絶えず、常に傷を負っているといわれるほど",20239,290,False,False,21,0,32,0,True,False,False
20096,"タツノコの幼生体。タツノコは、雌から産卵管を受け取ることで、雄が子を産む。その後、成長過程で体色を変える",20528,290,False,False,10,0,28,0,True,False,False
20097,"刃物のように鋭い口吻から、銘刀「菊一文字」に喩えられる魚。滑りの強いザラビクニンをも一刀両断して捕食する",21179,300,False,False,12,0,5,0,True,True,False
20098,"ブヨブヨとした皮膚で覆われた奇妙な魚。滑りが強く、大型魚に捕食されそうになっても、ヌルリと逃げ出してしまう",21180,300,False,False,11,0,29,0,True,False,False
20099,"煮ても焼いても、そこそこの味がするレイクランドの庶民の魚。現地では、特徴がないことの代名詞としても用いられる",27516,345,False,False,22,0,17,0,True,False,False
20100,"大ぶりの紫色のヒレは、天敵の渡り鳥を欺くため。地上に広がる紫色の植物から色素を取り入れ、葉に擬態するという",27517,345,False,False,22,0,16,0,True,False,False
20101,"餌となる魚の群れをまとめて感電させるほどの、強力な発電器官を持つ。食べ残しを狙う別種に依存されている",27518,345,False,False,22,0,16,0,True,False,False
20102,"ガラス状の球体の奥に謎の影が揺らぐ。レイクランド連邦の占い師たちには、占いの水晶玉として用いられた",27520,345,False,False,23,0,16,0,True,False,False
20103,"魚も漁師も見境なく襲いかかる凶暴な種。それゆえ、古来より湖畔地帯を支配してきたエルフ族の槍に喩えられる",27522,345,False,False,24,0,16,0,True,False,False
20104,"個体同士で頬をすり合わせる仕草が特徴。高い社会性を持ち、群れの長への忠誠を示す重要な行為らしい",27528,345,False,False,22,0,18,0,True,False,False
20105,"鮮やかな紫色のグラデーションが特徴の貝。ホタテの一種だが、身にはスミレを思わせるほんのりとした甘さがある",27529,345,False,False,22,0,18,0,True,False,False
20106,"体表同様、真っ白で締まった身を持つ。素朴な味わいが愛され、レイクランド地域の婚礼の宴で供されることが多い",27533,345,False,False,24,0,18,0,True,False,False
20107,"かつてフッブート王国では、広く食用に用いられていた淡水魚。独特の臭みを抜くため、ハーブを用いるのが定番とされていた",27536,390,False,False,23,0,23,0,True,False,False
20108,"水中の微生物を主食とし、非常に少食。排泄器官をほぼ持たず、摂取した餌を硬い殻の発達に役立てている",27519,345,False,False,23,0,16,0,True,False,False
20109,"始まりの湖の固有種。その特徴的な淡い紫の体色は、レイクランドの木々が反射した水面に身を隠すために発達したものである",27521,350,False,False,24,0,16,0,True,False,False
20110,"獰猛な種を恐れ、水底を這って泳ぐ。原産地の水中にある水晶片の影響で、底砂を吸うほど体が白く輝くようになった",27523,350,False,False,22,0,17,0,True,False,False
20111,"浅瀬に暮らし、水が干上がると粘液と泥から紫色の繭を形成して休眠する。水位が戻ると、抜け殻の繭が辺りに漂うという",27524,350,False,False,23,0,17,0,True,False,False
20112,"水中から摂取したエーテルを鱗に溜め、発光させて同種間で仲間を認識する。だが、漁師にとっても良い目印になってしまう",27525,350,False,False,23,0,17,0,True,False,False
20113,"どっしりとした体が大ぶりのナスに喩えられる。茄子魚が現れると付近の畑が豊作になるというが、因果関係は不明",27527,350,False,False,24,0,17,0,True,False,False
20114,"どんな餌でも貪欲に食し、水温の変化にも強い。そのため「光の氾濫」後に激変した環境にも適応し、むしろ個体数を増やした",27530,350,False,False,23,0,18,0,True,False,False
20115,"気品ある体色とヒレを持つ。かつてレイクランド連邦の貴人が観賞魚として好んだことから、その名が定着した",27531,350,False,False,23,0,18,0,True,False,False
20116,"その物々しい俗称は、発光する誘引突起を、ランプを手に見張りを続ける獄卒に喩えたもの。顔の恐ろしさも獄卒級だ",27526,355,False,False,24,0,17,0,True,False,False
20117,"古代魚のひとつ。その眼球は霧がかかったように濁っているが、水の流れを敏感に察知し、周囲の状況を把握する",27532,355,False,False,24,0,18,0,True,False,False
20118,"青白く澄んだ殻体を持つ二枚貝。フッブート時代から近辺に生息し、麗しき王女の涙に喩えられ、王国民に愛された",27537,355,False,False,22,0,19,0,True,False,False
20119,"リェー・ギア城からの翠光を受け、翡翠色の体色を得たとされる。「光の氾濫」以前は、薄桃色をしていたらしい",27539,355,False,False,23,0,19,0,True,False,False
20120,"外側の突起と立体的な渦巻きをヒナギクに喩えられる可憐な貝。色に誘われてやってきた魚を鋭い歯で捕食する",27538,370,False,False,22,0,19,0,True,False,False
20121,"愛らしい色と模様から、恋人たちの願掛けに愛でられてきた。同種間で共食いするため、飼育時は番いにしてはならない",27540,370,False,False,23,0,19,0,True,False,False
20122,"妙に知性的な顔付きの魚。フーア族は、この魚を無二の友と語るが、その気があるのかどうかには疑問も多い",27541,370,False,False,24,0,19,0,True,False,False
20123,"金のフチ取りを持つヒレは、湖中の羨望を集める美しさ。フーア族の間では、社交場に連れ添わせるのが流行り",27544,370,False,False,22,0,20,0,True,False,False
20124,"「光の氾濫」以前から一帯に棲息していた種。元は灰色の体表だったが、妖精たちに可愛い色に変えてもらったらしい",27546,370,False,False,23,0,20,0,True,False,False
20125,"冴え渡る青い体表を持つウナギの一種。フッブート王国の特産品であったガラス工芸に喩えて、その名が付けられた",27547,345,False,False,24,0,20,0,True,False,False
20126,"10枚ほどの独立した背ビレが特徴。その数が多いほど上位個体とされ、同種間でヒレを食いちぎろうと争うことも",27542,380,False,False,24,0,19,0,True,False,False
20127,"妖精に色を変えられた魚の一種。フーア族の間では、まじないによっていかに鮮やかな色を出せるかが競われている",27543,380,False,False,22,0,20,0,True,False,False
20128,"桃色の体皮に、下半身を囲う空色の腹ビレを持つ。全身を揺らしながら泳ぐ姿は、春の花びらが水中を舞い散るよう",27545,380,False,False,23,0,20,0,True,False,False
20129,"「光の氾濫」以前からこの地方に棲息する種。生命力が極めて強く、尻尾を切っても簡単に再生してしまう",27548,380,False,False,24,0,20,0,True,False,False
20130,"花弁に似た大きく発達した背びれが特徴。繁殖期には湖面を跳ね回るため、花吹雪が舞うように見えるという",27549,390,False,False,22,0,21,0,True,False,False
20131,"イル・メグ随一の洒落者と呼ばれる魚。目立つことに強い執着を持ち、自分より注目を集める魚には容赦なく襲いかかる",27550,390,False,False,22,0,21,0,True,False,False
20132,"知性も意思もない謎の生き物。その正体は、妖精の形を取りきれなかったのんびり屋の魂が藻に宿ったものとされる",27552,390,False,False,23,0,21,0,True,False,False
20133,"大きな矢じり型の頭部を持ち、射られた矢のようにまっすぐ泳ぐ。一度進みだすと、岸壁にぶつかるまで止まれない",27553,390,False,False,24,0,21,0,True,False,False
20134,"フーア族を丸呑みするほどの巨体で、姿見の湖で存在感を放つ。実際には呑み込んでも消化できず、すぐに吐き出してしまう",27554,390,False,False,24,0,21,0,True,False,False
20135,"常春の地に迷い込みこのキノコを食べた男は「キノコの家に住みキノコを育てる熱烈なキノコ愛好家に出会った」と語った",27555,390,False,False,22,0,22,0,True,False,False
20136,"聖ファスリクの額の崖下に棲息するイソギンチャクの仲間。怒り狂って乱れた、かつての聖人の髪に喩えられる",27556,390,False,False,22,0,22,0,True,False,False
20137,"フッブート王妃がまとった翠色の装束に喩えて呼ばれる。小魚たちを率いて湖を泳ぐさまは、王妃のお練りを思わせる",27557,390,False,False,23,0,22,0,True,False,False
20138,"ラケティカ大森林の水場に棲むカニ。小粒の石と思って踏みつけると、くるぶしを砕く力でハサミを振るわれる",27568,390,False,False,22,0,24,0,True,False,False
20139,"湖の水面に浮かんだ木の根に、張り付くように棲息している。茶色の殻は樹皮と一体化し、容易には見分けられない",27569,390,False,False,22,0,24,0,True,False,False
20140,"古代ロンカ帝国の時代から長い時を生きる魚。古くは鮮やかな鱗を有していたが、時代と共に退色したと言われる",27570,390,False,False,23,0,24,0,True,False,False
20141,"近隣に棲息するロバークラブと種としては同一。しかし、青い植物ばかりを好んで食すため、甲殻の色に大きな差が見られる",27571,390,False,False,23,0,24,0,True,False,False
20142,"異国の王子から、フッブート王国のソールディア姫に贈られたことで話題となった観賞用の核状生物。夜闇の中でこそ美しく輝く",27551,400,False,False,23,0,21,0,True,False,False
20143,"水馬ケルピーに似た魚。以前は枯葉色だったが、妖精郷が花で満たされるにつれ、体色を鮮やかに変色させるようになった",27558,400,False,False,23,0,22,0,True,False,False
20144,"透明な頭部を持つ奇妙な魚。筒状の眼を上に向けた状態で湖底に潜み、上方を通る小魚が落とす影を察知し獲物を捉える",27559,400,False,False,24,0,22,0,True,False,False
20145,"妖精語で「雷の実」。触ると痺れるのは雷と共に空から降ったためと妖精は考えているが、実際は麻痺毒がある",27560,400,False,False,24,0,22,0,True,False,False
20146,"あるフーア族が頭に角を生やそうと魔法を唱えた結果、この巻き貝が生まれたという。だが、水妖の証言など誰も信用しない",27561,390,False,False,22,0,23,0,True,False,False
20147,"「夜の民」が持ち込んだ淡水魚、ナイツバスの中でも特に大型で獰猛な個体のこと。その攻撃性は「常闇の愛し子」に喩えられる",27577,400,False,False,23,0,25,0,True,False,False
20148,"大きなヒレを揺らし餌を食らう様は獰猛そのもの。しかし、大物に一斉に群がると、大輪の花が咲いたように美しく見えるという",27562,410,False,False,22,0,23,0,True,False,False
20149,"フッブートの宮廷道化師の鼻に似た、大きく飛び出た目玉を持つ。水中を泳ぐ様子は、道化師がおどけるようだとも",27563,410,False,False,23,0,23,0,True,False,False
20150,"翼状に発達した独特のヒレを駆使し、水中を驚くべき速度で駆ける。その速度は青い稲妻にたとえられるほど",27564,410,False,False,24,0,23,0,True,False,False
20151,"常春の妖精郷にひとときの秋を感じさせる魚。卵は黄緑がかった色で、独特の臭みがある",27565,410,False,False,24,0,23,0,True,False,False
20152,"ハーミットクラブに好まれることから、その頭巾に喩えられる。湖を移動し異なる有機物を摂取することで、縞模様が形成される",27574,410,False,False,22,0,25,0,True,False,False
20153,"古い形質を備えた肉食の淡水魚。分厚い鱗を持つ大型魚から、甲羅で身を守った亀に至るまで、その顎で噛み砕く",27576,410,False,False,23,0,25,0,True,False,False
20154,"始まりの湖の島々に伝えられる、伝説の妖精の姿に似た鋭い角を持つ。狩りは鋭い牙で行うため、角の用途は不明",27534,370,False,False,24,0,33,0,True,False,False
20155,"羽に似た4枚のヒレを持つ。妖精たちの中で、特にイタズラの鍛錬を積んだものが辿り着く高位の姿とされる",27567,420,False,False,23,0,34,0,True,False,False
20156,"ロンカ神話では、火の神ガトルが、人々に鍛冶の技を教える際に零した汗が湖に落ちて、この魚が誕生したと伝えている",27572,420,False,False,24,0,24,0,True,False,False
20157,"貝殻を背負い、身を隠すことから隠者と呼ばれる。縞は2色でも4色でも駄目で、必ずこの貝にしか寄生しない",27575,420,False,False,22,0,25,0,True,False,False
20158,"蛇に見紛うほどの長大な魚影に、ロンカ神話に残る巨人の名が与えられた古代魚。古くは皇帝に献上されていた",27578,420,False,False,24,0,25,0,True,False,False
20159,"長く発達した胸ビレを巧みに動かすことで、自由自在に泳ぎ回る小魚。その動きを予測するのは難しい",27581,420,False,False,22,0,35,0,True,False,False
20160,"原始的な甲冑魚の一種で、硬い外骨格で体を覆っている。強靭さの一方で狩りはせず、ヒレで土砂をあさり餌を探す",27535,380,False,False,24,0,33,0,True,False,False
20161,"妖精たちのイタズラにより、湖中を舞うよう転生させられた蝶の姿。花の蜜に代わり、水中の植物から養分を得る",27566,430,False,False,23,0,34,0,True,False,False
20162,"まばゆい光を放つ古代魚。鱗はダイヤモンド並みの硬度を持ち、古くは武人の鎧にも用いられたという",27573,430,False,False,24,0,24,0,True,False,False
20163,"ロンカ神話において、豊穣を司る土の女神「アンパ」神の使者とされる大型魚。人々に季節の移ろいを伝える役目を担うという",27579,430,False,False,24,0,25,0,True,False,False
